Airline,Source,Destination,Additional_Info,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price
3,2,1,8,6,3,2019,1,1,35,11,30,3,7,6,12,4,14699.54
1,3,0,8,9,6,2019,1,11,10,9,25,2,7,3,12,4,9225.124
1,2,1,8,15,6,2019,2,19,15,5,0,3,0,4,5,4,10073.82
4,2,1,8,9,6,2019,2,12,35,9,35,3,21,4,5,4,13312.512
1,3,0,8,24,3,2019,2,13,45,7,0,2,14,7,3,4,13134.273
0,3,0,8,12,4,2019,0,12,55,10,20,2,5,24,12,4,4532.721
3,3,0,8,1,5,2019,1,22,15,17,35,2,33,3,12,4,5640.184
4,2,1,5,9,5,2019,1,12,35,19,45,3,7,6,12,4,12416.667
4,0,2,5,27,6,2019,0,18,10,15,15,0,13,24,12,4,6385.3916
1,0,2,8,15,5,2019,0,19,45,17,0,0,13,24,12,4,6406.0186
1,2,1,8,9,6,2019,1,23,0,13,30,3,6,6,12,4,8663.969
8,0,2,7,27,4,2019,0,0,5,21,10,0,13,24,12,4,3962.6594
4,2,1,8,27,6,2019,2,19,0,13,25,3,0,4,5,4,14445.546
3,3,0,8,9,5,2019,0,17,45,15,15,2,5,24,12,4,4731.7324
2,0,2,8,9,5,2019,0,14,30,11,40,0,13,24,12,4,4063.054
6,2,1,8,27,3,2019,1,16,10,9,45,3,20,6,12,4,7044.814
3,2,1,8,1,6,2019,1,20,0,15,10,3,6,6,12,4,6344.925
4,3,0,8,6,6,2019,1,16,20,18,55,2,7,3,12,4,14137.3955
4,0,2,8,6,5,2019,0,14,5,11,10,0,13,24,12,4,7158.5938
2,2,1,8,21,3,2019,1,13,20,6,0,3,0,6,12,4,4872.689
3,2,1,8,6,6,2019,1,21,0,4,55,3,7,6,12,4,6443.137
3,4,3,8,3,6,2019,0,18,25,16,55,1,19,24,12,4,3371.4685
4,3,0,5,1,4,2019,1,4,40,20,0,2,7,3,12,4,7596.9414
0,3,0,8,15,4,2019,2,23,30,15,10,2,25,9,3,4,5672.2856
8,4,3,7,3,5,2019,0,0,15,22,45,1,19,24,12,4,1977.5574
3,3,0,8,9,6,2019,0,7,15,4,40,2,5,24,12,4,5087.7964
4,0,5,5,21,3,2019,1,18,25,8,55,0,7,8,12,4,7412.5483
6,2,1,8,9,4,2019,1,19,0,9,0,3,7,6,12,4,11230.479
4,0,2,5,27,5,2019,0,22,50,19,50,0,13,24,12,4,5169.7246
3,2,1,8,27,5,2019,0,8,50,5,35,3,10,24,12,4,5500.726
3,4,3,8,18,5,2019,0,4,5,2,35,1,19,24,12,4,2999.5234
4,2,1,8,18,5,2019,1,19,0,13,0,3,7,6,12,4,15763.873
8,1,4,7,12,5,2019,0,10,35,8,20,4,8,24,12,4,3620.637
4,2,1,8,24,6,2019,2,4,25,9,40,3,28,4,5,4,13034.379
8,0,2,8,6,6,2019,0,12,20,9,30,0,13,24,12,4,4170.4023
1,2,1,8,15,6,2019,2,19,15,10,55,3,16,4,5,4,12892.761
4,0,2,8,15,5,2019,0,10,10,7,10,0,13,24,12,4,7209.8477
6,2,1,8,24,5,2019,1,19,15,12,50,3,7,6,12,4,9116.608
6,2,1,8,24,6,2019,1,19,0,8,0,3,7,6,12,4,12820.396
4,2,1,8,6,3,2019,1,4,25,17,30,3,7,6,12,4,16365.237
10,0,5,8,1,3,2019,0,18,35,16,0,0,13,24,12,4,18997.805
4,0,5,8,1,3,2019,1,19,10,11,40,0,7,8,12,4,28323.658
4,3,0,5,15,5,2019,1,22,35,14,5,2,7,3,12,4,10267.819
6,2,1,8,9,5,2019,1,1,30,16,0,3,7,6,12,4,14247.707
4,3,0,5,6,6,2019,1,22,35,14,5,2,7,3,12,4,10823.724
6,2,1,8,15,6,2019,1,21,0,10,0,3,7,6,12,4,10682.618
3,3,0,8,18,3,2019,0,16,55,14,20,2,5,24,12,4,4419.2915
4,3,0,5,6,5,2019,1,20,45,8,25,2,7,3,12,4,10680.3955
0,2,1,8,9,5,2019,1,22,25,7,55,3,6,6,12,4,8964.704
6,2,1,8,6,3,2019,1,18,50,8,0,3,7,6,12,4,16009.158
1,4,3,8,27,6,2019,0,7,40,6,20,1,19,24,12,4,3040.318
10,0,2,8,18,4,2019,0,14,20,11,30,0,13,24,12,4,5571.8105
3,0,2,8,9,5,2019,0,22,50,20,0,0,13,24,12,4,4579.834
6,2,1,8,9,5,2019,1,19,0,11,40,3,7,6,12,4,10328.1
6,2,1,8,18,5,2019,1,21,0,10,0,3,7,6,12,4,10279.499
4,2,1,8,27,3,2019,1,19,45,19,45,3,7,6,12,4,11429.262
4,3,0,8,6,6,2019,1,22,35,18,55,2,7,3,12,4,14150.644
4,2,1,8,9,6,2019,2,4,25,20,0,3,1,4,5,4,16150.246
6,2,1,8,9,5,2019,1,1,30,19,0,3,7,6,12,4,8725.472
4,3,0,8,9,5,2019,1,9,20,20,0,2,7,3,12,4,14190.57
3,3,0,8,24,5,2019,1,22,15,17,35,2,33,3,12,4,5491.1616
2,0,5,8,18,3,2019,0,10,40,7,45,0,13,24,12,4,4927.4146
6,2,1,8,21,3,2019,1,21,0,12,50,3,7,6,12,4,7710.979
0,3,0,8,3,3,2019,0,12,55,10,20,2,5,24,12,4,6557.979
8,3,0,8,6,4,2019,0,9,30,6,55,2,5,24,12,4,3754.2415
6,2,1,8,9,6,2019,1,1,30,17,30,3,7,6,12,4,13591.543
4,3,0,8,9,5,2019,1,4,40,18,55,2,7,3,12,4,14163.892
3,0,2,8,24,5,2019,0,3,25,0,30,0,13,24,12,4,3636.2986
3,3,0,8,1,3,2019,0,8,20,5,30,2,5,24,12,4,7724.189
3,3,0,8,1,4,2019,0,0,50,22,15,2,5,24,12,4,4236.3193
8,0,2,8,18,4,2019,0,12,20,9,30,0,13,24,12,4,4973.2583
6,2,1,8,9,5,2019,1,21,0,12,50,3,7,6,12,4,7256.169
4,3,0,8,12,6,2019,1,20,45,8,25,2,7,3,12,4,13843.243
8,2,1,8,27,6,2019,1,22,5,15,45,3,33,6,12,4,6332.7095
1,2,1,8,1,6,2019,2,19,15,16,40,3,0,4,5,4,10020.042
3,0,2,8,6,5,2019,0,21,20,18,25,0,13,24,12,4,4651.118
8,1,4,8,12,6,2019,0,12,0,9,45,4,8,24,12,4,3863.8562
4,2,1,5,9,3,2019,1,4,25,21,50,3,7,6,12,4,12403.853
3,2,1,8,12,6,2019,1,22,30,6,50,3,20,6,12,4,6326.776
4,3,0,8,18,5,2019,1,22,5,17,0,2,14,3,12,4,14093.254
1,3,0,8,6,6,2019,2,23,15,8,20,2,28,9,3,4,12606.782
4,3,0,8,15,5,2019,1,4,40,18,55,2,7,3,12,4,14159.402
1,2,1,8,15,6,2019,2,19,15,22,0,3,16,4,5,4,10298.02
6,2,1,8,24,6,2019,1,19,15,6,0,3,7,6,12,4,10359.68
4,2,1,8,3,3,2019,1,4,25,13,0,3,7,6,12,4,17354.326
4,2,1,5,3,6,2019,1,4,25,13,0,3,7,6,12,4,10385.163
3,2,1,8,9,6,2019,1,1,30,11,25,3,7,6,12,4,6246.382
3,0,2,8,6,5,2019,0,6,50,4,0,0,13,24,12,4,3926.1309
3,3,0,8,6,3,2019,0,12,55,10,10,2,5,24,12,4,5322.3955
3,0,2,8,24,4,2019,0,13,0,10,10,0,13,24,12,4,4610.852
4,0,2,5,15,4,2019,0,8,45,6,0,0,13,24,12,4,4743.874
6,2,1,8,6,6,2019,1,21,0,9,0,3,7,6,12,4,9319.082
4,2,1,8,9,3,2019,2,18,50,10,45,3,3,4,5,4,18519.168
4,2,1,8,6,3,2019,1,19,45,20,50,3,7,6,12,4,15990.742
4,0,5,5,12,3,2019,1,11,25,20,35,0,7,8,12,4,11121.439
4,3,0,5,24,3,2019,1,8,10,19,45,2,7,3,12,4,10406.853
6,2,1,8,3,6,2019,1,19,15,10,20,3,7,6,12,4,8450.104
4,2,1,5,21,5,2019,2,19,0,5,30,3,28,4,5,4,13511.244
3,4,3,8,9,5,2019,0,10,40,9,10,1,19,24,12,4,4559.338
0,3,0,8,6,5,2019,0,12,55,10,20,2,5,24,12,4,4305.157
2,0,2,8,3,6,2019,0,10,40,7,45,0,13,24,12,4,4089.714
1,2,1,8,15,5,2019,2,19,15,19,45,3,0,4,5,4,11152.88
1,2,1,8,27,6,2019,2,7,40,13,20,3,42,4,5,4,13043.072
10,3,0,8,9,6,2019,1,22,55,20,20,2,14,3,12,4,8209.303
3,2,1,8,15,4,2019,1,7,45,2,0,3,6,6,12,4,5853.069
4,3,0,8,15,5,2019,1,12,0,18,55,2,7,3,12,4,14542.133
1,3,0,8,9,5,2019,2,23,15,9,50,2,15,9,3,4,14023.782
4,3,0,5,15,5,2019,1,16,20,8,25,2,7,3,12,4,10558.25
3,3,0,8,15,3,2019,0,17,45,15,10,2,5,24,12,4,4440.3867
8,3,0,8,1,4,2019,0,19,40,17,10,2,5,24,12,4,3889.3867
6,2,1,8,15,6,2019,1,1,30,17,0,3,7,6,12,4,7722.853
4,2,1,5,12,6,2019,1,19,0,15,0,3,7,6,12,4,10111.736
1,2,1,8,24,6,2019,1,9,35,17,40,3,6,6,12,4,6764.5674
1,2,1,8,9,3,2019,2,19,15,10,55,3,16,4,5,4,17410.86
4,2,1,5,27,3,2019,1,4,25,20,50,3,7,6,12,4,7576.6724
6,2,1,8,6,6,2019,1,16,10,7,10,3,20,6,12,4,7081.896
1,3,0,8,6,6,2019,0,16,45,14,15,2,5,24,12,4,5537.798
6,2,1,8,6,3,2019,1,21,0,6,0,3,7,6,12,4,13732.181
3,4,3,8,15,6,2019,0,4,5,2,35,1,19,24,12,4,2588.3806
6,2,1,8,18,5,2019,1,19,0,8,45,3,7,6,12,4,9602.65
10,1,4,8,9,6,2019,0,10,0,7,45,4,8,24,12,4,9728.623
4,2,1,8,18,5,2019,2,12,35,19,10,3,0,4,5,4,15234.884
4,3,0,5,9,6,2019,1,4,40,14,5,2,7,3,12,4,8446.6455
1,0,5,8,1,3,2019,2,10,35,8,50,0,7,23,6,4,29897.66
1,3,0,8,24,5,2019,2,5,25,7,0,2,14,0,3,4,14768.139
3,0,2,8,6,6,2019,0,8,50,6,5,0,13,24,12,4,4300.0913
1,2,1,8,3,3,2019,1,9,25,20,40,3,33,6,12,4,14955.904
1,2,1,8,15,6,2019,2,19,15,22,0,3,16,4,5,4,10298.02
4,3,0,8,6,6,2019,1,18,15,6,30,2,7,3,12,4,14611.562
0,3,0,8,12,6,2019,0,1,20,22,50,2,5,24,12,4,3941.6702
6,2,1,8,3,6,2019,1,1,30,13,0,3,7,6,12,4,10391.471
4,0,5,8,6,3,2019,1,0,45,8,55,0,7,8,12,4,11121.99
1,3,0,8,18,6,2019,0,23,20,20,45,2,5,24,12,4,3326.6116
3,2,1,8,1,6,2019,1,16,10,8,35,3,20,6,12,4,6625.084
1,2,1,8,6,3,2019,2,19,15,6,50,3,9,4,5,4,17390.082
4,0,5,5,12,3,2019,1,21,20,22,55,0,7,8,12,4,11300.206
0,2,1,8,12,6,2019,1,7,10,16,45,3,6,6,12,4,7117.434
8,0,2,8,15,6,2019,0,12,20,9,30,0,13,24,12,4,4239.796
4,2,1,8,3,6,2019,1,19,0,11,30,3,7,6,12,4,14614.504
6,2,1,8,3,3,2019,1,21,0,11,30,3,7,6,12,4,18163.572
4,3,0,5,9,6,2019,1,19,50,21,10,2,7,3,12,4,10746.534
4,3,0,5,21,5,2019,1,22,35,16,30,2,7,3,12,4,10860.778
3,3,0,8,9,5,2019,1,23,45,19,20,2,20,3,12,4,3461.8599
3,0,2,8,18,4,2019,0,10,5,7,10,0,13,24,12,4,5156.969
0,0,2,8,27,6,2019,0,7,45,4,55,0,13,24,12,4,3960.2083
8,3,0,8,15,5,2019,0,0,40,22,20,2,5,24,12,4,3921.9402
8,3,0,8,24,3,2019,0,9,35,6,55,2,5,24,12,4,5287.1445
4,2,1,5,18,5,2019,1,19,0,15,0,3,7,6,12,4,12609.882
4,3,0,8,1,5,2019,1,21,5,9,35,2,14,3,12,4,12642.414
4,0,2,5,27,5,2019,0,20,45,17,45,0,13,24,12,4,4945.7886
4,2,1,8,3,3,2019,1,18,50,19,45,3,7,6,12,4,16671.07
3,0,2,8,1,5,2019,0,0,15,21,15,0,13,24,12,4,4140.6665
4,2,1,5,1,6,2019,1,19,0,15,0,3,7,6,12,4,10479.673
2,0,2,8,21,4,2019,0,23,40,20,55,0,13,24,12,4,3687.108
8,0,2,8,18,5,2019,0,0,5,21,10,0,13,24,12,4,4449.605
6,2,1,8,15,5,2019,1,19,0,9,15,3,7,6,12,4,10188.997
0,3,0,8,27,6,2019,0,12,55,10,20,2,5,24,12,4,3669.0115
3,2,1,8,18,5,2019,1,22,25,17,5,3,6,6,12,4,6542.3335
3,0,2,8,21,4,2019,0,10,5,7,10,0,13,24,12,4,5186.1445
1,3,0,8,21,5,2019,2,12,30,16,45,2,15,9,3,4,14943.185
4,2,1,5,6,6,2019,2,4,25,6,45,3,34,4,5,4,11336.037
3,2,1,8,6,3,2019,1,12,0,4,55,3,20,6,12,4,6878.8364
4,2,1,5,9,3,2019,1,4,25,6,50,3,7,6,12,4,12961.641
4,0,2,8,24,6,2019,0,11,20,8,20,0,13,24,12,4,7784.205
1,0,2,8,3,5,2019,0,19,45,17,0,0,13,24,12,4,6138.2046
1,2,1,8,27,5,2019,2,19,15,18,45,3,28,4,5,4,12178.262
8,2,1,8,27,5,2019,1,13,15,8,45,3,38,6,12,4,5186.7456
3,0,5,8,15,3,2019,0,8,45,6,0,0,13,24,12,4,6472.218
4,3,0,8,12,5,2019,1,12,0,18,55,2,7,3,12,4,14214.027
6,2,1,8,21,5,2019,1,19,0,10,20,3,7,6,12,4,9008.444
6,2,1,8,9,6,2019,1,1,30,11,30,3,7,6,12,4,12946.492
4,0,5,5,21,3,2019,1,18,25,8,0,0,7,8,12,4,7385.7666
0,2,1,8,24,6,2019,1,15,45,7,55,3,6,6,12,4,5972.4785
4,0,5,8,18,3,2019,1,10,25,22,50,0,7,8,12,4,15053.68
4,4,3,8,3,3,2019,0,11,50,10,20,1,19,24,12,4,7136.2944
6,2,1,8,27,3,2019,1,16,10,7,10,3,20,6,12,4,6869.951
4,3,0,5,12,5,2019,1,20,45,18,55,2,7,3,12,4,10418.519
1,2,1,8,15,5,2019,2,19,15,5,55,3,34,4,5,4,11348.287
1,3,0,8,24,3,2019,2,13,45,20,30,2,14,7,3,4,16775.889
6,2,1,8,3,6,2019,2,1,30,15,5,3,21,4,5,4,17325.773
6,2,1,8,18,5,2019,1,1,30,16,0,3,7,6,12,4,14094.483
4,2,1,8,9,6,2019,1,12,35,7,5,3,7,6,12,4,15396.08
4,3,0,8,18,5,2019,1,8,15,21,10,2,7,3,12,4,14107.51
4,2,1,8,9,5,2019,2,12,35,19,10,3,0,4,5,4,14996.448
6,2,1,8,3,3,2019,1,15,30,8,55,3,7,6,12,4,14718.376
3,0,2,8,1,4,2019,0,21,20,18,25,0,13,24,12,4,4800.4907
4,3,0,5,9,6,2019,1,8,15,20,0,2,7,3,12,4,10402.128
1,2,1,8,27,5,2019,1,9,25,12,30,3,33,6,12,4,7562.4956
1,3,0,8,12,6,2019,1,21,5,16,45,2,15,3,12,4,7149.5967
4,4,3,8,9,5,2019,0,21,5,19,35,1,19,24,12,4,5585.4316
1,2,1,8,9,6,2019,2,19,15,12,0,3,28,4,5,4,9152.344
2,0,5,8,9,3,2019,0,10,40,7,45,0,13,24,12,4,7460.041
6,2,1,8,21,5,2019,1,19,0,4,55,3,7,6,12,4,9258.471
4,3,0,8,9,5,2019,1,8,15,14,5,2,7,3,12,4,13914.328
8,3,0,7,3,5,2019,0,0,40,22,20,2,5,24,12,4,3847.2773
8,4,3,7,27,3,2019,0,14,30,13,10,1,19,24,12,4,2065.4744
4,3,0,8,1,4,2019,1,12,0,8,25,2,7,3,12,4,12738.296
6,2,1,8,21,5,2019,1,1,30,17,45,3,7,6,12,4,8152.2314
6,2,1,5,24,6,2019,1,1,30,12,50,3,7,6,12,4,6066.477
3,2,1,8,18,5,2019,1,12,30,7,15,3,33,6,12,4,6270.032
4,0,5,5,18,3,2019,1,9,30,16,55,0,7,8,12,4,11246.883
3,2,1,8,27,6,2019,1,7,45,2,0,3,6,6,12,4,6514.555
1,0,5,8,9,3,2019,2,23,55,17,25,0,7,0,6,4,11443.632
4,4,3,5,15,6,2019,0,4,20,2,55,1,19,24,12,4,4315.449
4,3,0,8,12,6,2019,1,8,15,21,10,2,7,3,12,4,13376.052
4,2,1,8,15,6,2019,2,4,25,9,40,3,28,4,5,4,13139.052
4,3,0,5,9,6,2019,1,19,50,20,0,2,7,3,12,4,10910.586
4,3,0,8,12,6,2019,1,14,25,20,25,2,14,3,12,4,12304.845
4,3,0,8,24,5,2019,1,21,5,17,0,2,14,3,12,4,14080.43
4,3,0,8,6,6,2019,1,10,5,6,30,2,7,3,12,4,14032.634
8,3,0,8,18,3,2019,0,11,30,9,0,2,5,24,12,4,4167.506
8,4,3,7,24,6,2019,0,7,15,5,45,1,19,24,12,4,2498.1797
8,1,4,7,18,3,2019,0,20,5,17,45,4,8,24,12,4,3553.4634
3,0,5,8,24,3,2019,0,16,10,13,10,0,13,24,12,4,6804.979
10,0,5,8,9,3,2019,0,0,5,21,10,0,13,24,12,4,7343.797
4,3,0,8,1,5,2019,1,20,45,14,5,2,7,3,12,4,14501.82
4,2,1,8,18,5,2019,2,19,0,11,40,3,29,4,5,4,20556.604
3,0,2,8,1,4,2019,0,1,0,22,10,0,13,24,12,4,3717.4094
4,2,1,5,12,6,2019,1,19,0,16,0,3,7,6,12,4,10079.63
4,2,1,5,21,3,2019,2,18,50,18,25,3,3,4,5,4,9298.102
4,3,0,5,24,3,2019,1,19,40,6,30,2,7,3,12,4,9410.355
6,2,1,8,27,6,2019,1,19,15,8,0,3,7,6,12,4,13951.058
4,3,0,5,24,5,2019,1,10,5,16,30,2,7,3,12,4,9364.024
8,3,0,8,6,6,2019,0,9,30,6,55,2,5,24,12,4,3773.4753
3,3,0,8,1,4,2019,0,17,45,15,15,2,5,24,12,4,4788.395
4,2,1,8,21,5,2019,2,12,35,9,40,3,28,4,5,4,14671.229
4,2,1,8,6,6,2019,2,4,25,9,35,3,21,4,5,4,13242.495
6,2,1,8,6,6,2019,1,1,30,19,0,3,7,6,12,4,7223.9575
6,2,1,8,27,3,2019,1,19,15,10,20,3,7,6,12,4,7465.7554
3,2,1,8,27,6,2019,1,22,25,17,5,3,6,6,12,4,6179.925
0,2,1,8,27,3,2019,1,22,15,7,55,3,6,6,12,4,5968.4316
6,2,1,8,21,3,2019,1,21,0,8,0,3,7,6,12,4,9295.907
4,0,5,5,18,3,2019,1,8,15,21,25,0,7,8,12,4,10936.985
4,0,5,5,12,3,2019,1,13,15,20,35,0,7,8,12,4,11087.68
4,0,2,5,6,5,2019,0,22,0,18,55,0,13,24,12,4,4675.228
6,2,1,8,1,6,2019,1,1,30,17,45,3,7,6,12,4,8426.605
8,3,0,7,15,6,2019,0,19,40,17,10,2,5,24,12,4,3910.3738
3,2,1,8,3,3,2019,2,21,20,6,40,3,20,22,5,4,8484.287
3,4,3,8,24,3,2019,0,22,45,21,20,1,19,24,12,4,3125.5483
8,0,2,8,21,4,2019,0,0,5,21,10,0,13,24,12,4,4431.723
2,0,5,8,18,3,2019,0,23,50,20,55,0,13,24,12,4,6067.5693
3,3,0,8,15,5,2019,1,20,30,15,15,2,20,3,12,4,5098.919
6,2,1,8,12,6,2019,1,1,30,11,40,3,7,6,12,4,7183.3125
1,3,0,8,24,3,2019,1,11,10,9,25,2,7,3,12,4,9593.946
2,0,5,8,9,3,2019,0,14,35,11,40,0,13,24,12,4,7171.059
4,0,5,8,1,3,2019,1,9,0,22,50,0,7,8,12,4,25983.2
4,2,1,8,9,6,2019,2,4,25,9,40,3,28,4,5,4,13087.354
8,4,3,7,3,6,2019,0,7,15,5,45,1,19,24,12,4,2454.6091
3,1,4,8,21,5,2019,0,17,5,14,45,4,8,24,12,4,3785.0234
4,3,0,5,18,5,2019,1,4,40,20,0,2,7,3,12,4,9348.517
4,0,2,5,6,6,2019,0,20,45,17,45,0,13,24,12,4,6685.271
4,3,0,8,6,6,2019,1,23,35,18,55,2,7,3,12,4,14165.941
4,3,0,8,1,4,2019,1,23,35,20,25,2,14,3,12,4,11186.811
4,3,0,5,24,5,2019,1,14,25,17,0,2,14,3,12,4,9286.622
1,2,1,8,3,3,2019,2,9,25,13,5,3,20,22,5,4,10957.288
8,0,5,8,1,3,2019,0,23,20,20,30,0,13,24,12,4,14719.265
6,2,1,8,18,5,2019,1,1,30,14,0,3,7,6,12,4,13788.849
6,2,1,8,1,6,2019,1,19,0,7,0,3,7,6,12,4,12306.299
1,2,1,8,9,5,2019,1,9,25,9,45,3,33,6,12,4,7764.3433
4,2,1,5,18,5,2019,1,4,25,13,0,3,7,6,12,4,12703.117
6,2,1,8,24,5,2019,1,19,0,8,30,3,7,6,12,4,10225.376
3,3,0,8,3,4,2019,0,0,5,21,25,2,5,24,12,4,4136.2065
1,2,1,8,6,6,2019,2,7,40,5,0,3,0,4,5,4,10266.939
4,0,5,8,1,3,2019,1,5,5,14,5,0,7,8,12,4,23800.23
3,0,2,8,21,5,2019,0,21,50,18,55,0,13,24,12,4,4844.735
3,0,2,8,15,6,2019,0,19,55,16,55,0,13,24,12,4,4938.191
4,2,1,8,27,6,2019,1,4,25,20,55,3,7,6,12,4,14965.235
8,1,4,8,12,6,2019,0,10,35,8,20,4,8,24,12,4,3783.8948
4,2,1,8,9,5,2019,1,19,0,20,55,3,7,6,12,4,15169.319
8,2,1,8,15,6,2019,1,22,50,17,55,3,6,6,12,4,4921.8325
4,0,2,5,6,5,2019,0,22,50,19,50,0,13,24,12,4,5013.79
4,3,0,5,6,6,2019,1,23,35,18,55,2,7,3,12,4,10611.189
4,3,0,5,24,5,2019,1,20,45,16,30,2,7,3,12,4,10827.747
1,3,0,8,3,4,2019,1,4,40,19,0,2,20,3,12,4,3896.6587
3,0,2,8,21,5,2019,0,8,20,5,30,0,13,24,12,4,4300.865
4,3,0,5,1,5,2019,1,23,35,14,5,2,7,3,12,4,10443.489
3,0,2,8,27,4,2019,0,11,20,8,30,0,13,24,12,4,4782.364
4,0,2,8,15,4,2019,0,11,20,8,20,0,13,24,12,4,7246.058
4,2,1,8,9,6,2019,2,12,35,11,45,3,32,4,5,4,13956.179
3,0,5,8,21,3,2019,0,2,20,23,30,0,13,24,12,4,5076.1606
8,3,0,7,3,4,2019,0,11,25,9,0,2,5,24,12,4,3817.2156
4,0,5,8,18,3,2019,1,5,5,16,55,0,7,8,12,4,29520.88
4,3,0,8,15,5,2019,1,21,5,20,25,2,14,3,12,4,13684.072
4,2,1,5,21,3,2019,1,18,50,18,15,3,7,6,12,4,7172.9907
6,2,1,8,15,6,2019,1,1,30,11,30,3,7,6,12,4,13000.401
1,2,1,8,6,3,2019,2,19,15,21,30,3,20,4,5,4,12117.488
4,4,3,5,9,6,2019,0,11,50,10,20,1,19,24,12,4,4890.8545
6,2,1,8,24,6,2019,1,19,0,7,30,3,7,6,12,4,10800.035
6,2,1,8,21,5,2019,1,19,15,8,30,3,7,6,12,4,9065.85
3,0,2,8,9,5,2019,0,0,15,21,15,0,13,24,12,4,4061.827
8,0,5,8,9,3,2019,0,12,30,9,35,0,13,24,12,4,7056.981
4,2,1,8,3,6,2019,2,4,25,18,25,3,3,4,5,4,15392.352
6,2,1,8,6,3,2019,1,1,35,19,0,3,7,6,12,4,16219.846
3,4,3,8,27,6,2019,0,10,45,9,15,1,19,24,12,4,4357.9873
1,0,2,8,27,4,2019,0,8,55,6,10,0,13,24,12,4,6222.664
4,2,1,8,21,3,2019,2,4,25,10,45,3,3,4,5,4,11565.6
4,3,0,5,9,5,2019,1,16,20,8,25,2,7,3,12,4,10117.192
3,3,0,8,21,6,2019,0,18,5,15,30,2,5,24,12,4,4767.6416
6,2,1,8,21,5,2019,1,21,0,11,30,3,7,6,12,4,12944.573
6,2,1,5,6,3,2019,1,19,15,13,0,3,7,6,12,4,15723.916
4,2,1,5,12,6,2019,2,4,25,6,45,3,34,4,5,4,10937.574
4,0,5,5,12,3,2019,1,15,15,18,55,0,7,8,12,4,11005.1455
10,2,1,8,15,5,2019,0,17,50,14,40,3,10,24,12,4,6463.474
10,0,2,8,6,4,2019,0,23,50,21,0,0,13,24,12,4,5167.6562
0,3,0,8,9,6,2019,0,1,20,22,50,2,5,24,12,4,4995.778
1,3,0,8,24,3,2019,2,5,35,9,25,2,7,11,3,4,12312.324
4,3,0,8,18,5,2019,1,18,15,8,25,2,7,3,12,4,14822.006
10,3,0,8,12,5,2019,1,20,20,17,0,2,14,3,12,4,9160.085
2,2,1,8,21,5,2019,1,19,35,14,25,3,7,6,12,4,8968.324
1,2,1,8,6,3,2019,2,19,15,5,55,3,4,4,5,4,14124.131
1,0,5,8,18,3,2019,1,12,15,8,15,0,20,8,12,4,4740.246
4,0,2,8,1,5,2019,0,8,45,6,0,0,13,24,12,4,7106.675
1,2,1,8,6,5,2019,3,19,15,5,15,3,39,23,4,1,10547.187
4,0,5,5,3,3,2019,1,8,15,8,55,0,7,8,12,4,12216.991
4,4,3,5,15,5,2019,0,8,30,7,5,1,19,24,12,4,4440.0356
4,3,0,8,24,3,2019,1,20,40,6,30,2,7,3,12,4,13151.833
4,4,3,8,1,3,2019,0,4,25,2,55,1,19,24,12,4,12834.103
1,2,1,8,15,5,2019,2,19,15,10,55,3,16,4,5,4,13607.988
3,3,0,8,21,5,2019,1,23,30,18,5,2,34,3,12,4,6109.8667
8,4,3,8,27,6,2019,0,0,15,22,45,1,19,24,12,4,1818.1962
10,0,2,8,3,5,2019,0,22,15,19,30,0,13,24,12,4,5173.798
6,2,1,8,3,3,2019,1,21,0,12,50,3,7,6,12,4,15229.74
0,3,0,8,21,3,2019,0,22,5,19,35,2,5,24,12,4,3617.8281
6,2,1,8,15,5,2019,1,19,15,13,0,3,7,6,12,4,14145.841
6,2,1,8,9,6,2019,1,1,30,10,20,3,7,6,12,4,7502.9497
2,0,2,8,1,4,2019,0,14,30,11,40,0,13,24,12,4,4402.9116
4,3,0,8,15,5,2019,1,22,5,20,25,2,14,3,12,4,13507.878
3,2,1,8,3,6,2019,1,1,30,9,15,3,7,6,12,4,6516.0425
4,4,3,5,27,3,2019,0,11,50,10,20,1,19,24,12,4,3727.4722
4,3,0,8,9,5,2019,1,10,5,6,30,2,7,3,12,4,13772.451
4,3,0,8,12,6,2019,1,8,15,6,30,2,7,3,12,4,13216.156
4,2,1,8,15,6,2019,2,19,0,5,30,3,28,4,5,4,13070.0
6,2,1,8,27,6,2019,1,19,0,6,40,3,7,6,12,4,10953.398
6,2,1,8,9,6,2019,1,1,30,13,0,3,7,6,12,4,10147.002
1,2,1,8,18,5,2019,1,19,15,9,0,3,7,6,12,4,8920.813
1,4,3,8,6,3,2019,2,15,15,11,35,1,28,9,9,4,20943.207
3,2,1,8,21,5,2019,1,20,0,15,10,3,6,6,12,4,6485.401
4,0,2,8,3,4,2019,0,18,10,15,15,0,13,24,12,4,7177.564
4,3,0,8,18,5,2019,1,23,35,9,35,2,14,3,12,4,14282.484
10,3,0,8,6,5,2019,1,9,5,20,20,2,14,3,12,4,8805.883
8,4,3,8,24,6,2019,0,7,15,5,45,1,19,24,12,4,2483.8745
4,3,0,5,24,5,2019,1,16,20,20,0,2,7,3,12,4,10501.523
4,0,2,8,24,5,2019,0,22,0,18,55,0,13,24,12,4,7209.2246
3,1,4,8,6,5,2019,0,21,55,19,35,4,8,24,12,4,3583.411
8,4,3,8,12,6,2019,0,0,15,22,45,1,19,24,12,4,1983.6155
